Gene	SRR6926216	SRR6926217	SRR6926218	SRR6926219	SRR6926220	SRR6926221	SRR6926222	SRR6926223	SRR6926224	SRR6026765	SRR6026766	SRR6026770	SRR6026771	SRR6026772
PTOV1	34656	36968	39582	45276	39198	49829	40464	27902	31395	363636	398690	352839	273525	265948
PTOV1-AS1	5032	5400	6429	4972	4769	5955	5609	5606	7412	28181	26348	24906	25394	22250
PTOV1-AS2	5019	4274	5747	5558	4861	6068	7063	4110	4916	44239	51077	51828	37466	35569
PTP4A1	125123	127921	158756	142970	130163	140544	453523	582517	670187	253877	294666	274511	280665	274050
PTP4A2	358714	371412	461695	433470	380479	391639	348556	404239	460393	131257	123574	98049	125687	136735
PTPA	67292	72818	80239	85639	71288	92362	78245	65093	78780	189305	257421	179454	194501	165674
PTPDC1	4025	2820	5709	3514	3448	2779	10207	14476	17677	17456	20723	21668	18994	21259
PTPMT1	54034	58529	66204	54855	50831	55528	67305	54414	62934	72510	90771	70479	64768	63904
PTPN1	48198	49316	61308	71105	62170	66377	48877	57713	68755	77022	99845	97522	71873	68016
PTPN11	112207	109977	144704	104774	98623	97990	72893	136229	158404	92558	92246	78370	85452	97324
PTPN12	34686	35451	50275	32061	30334	33411	20679	29992	32034	23474	32292	35429	35577	39894
PTPN13	39690	36174	48912	37349	35525	33390	26315	41818	48420	51679	46442	63996	82062	84375
PTPN14	49372	45913	61344	45666	42645	41742	31018	69536	95122	126293	99198	108419	86699	90047
PTPN18	13612	11770	15145	15706	11345	13464	10153	8294	11061	41230	53611	42432	41993	35146
PTPN2	12287	14005	17397	14168	11282	13592	16182	15961	18905	16092	17104	18429	20528	20771
PTPN21	10779	10919	13179	9930	10873	8579	10396	12310	16121	20892	29406	33522	21955	30582
PTPN23	50371	53079	54363	72866	68046	77992	52515	48410	59929	55349	69807	87522	75590	69989
PTPN3	16358	16655	21457	14060	11546	11386	8844	10170	12894	49119	46669	44390	48718	54179
PTPN4	8693	6228	11748	8019	6193	7569	6814	10570	11907	16456	17699	20223	20446	24609
PTPN9	17537	17189	20248	13273	11314	10012	24132	25927	28936	142510	156596	184113	162911	143334
PTPRA	35277	34920	41630	33569	27729	32496	29550	32120	35726	134416	151559	137886	125387	114827
PTPRB	10450	9256	13761	20415	20069	17194	4460	5367	6222	6515	9903	8093	4909	5708
PTPRF	133643	128593	153728	135554	125353	134900	73176	108237	132955	357041	374083	165049	193290	158571
PTPRG	4829	5708	4863	5760	5196	5601	2845	5265	7732	60614	48562	46770	46543	52558
PTPRG-AS1	90	302	314	181	252	300	350	470	590	4003	3789	3586	3836	4039
PTPRJ	48232	53352	63138	65168	60983	58761	25930	51230	66830	34301	27310	17634	20751	21577
PTPRM	38270	35747	48601	52288	48006	48697	67336	90619	103884	49397	37984	36028	39767	42209
PTPRS	42078	42870	50274	35550	30584	31134	14756	23345	31600	103726	122781	65675	62417	51487
PTPRU	25411	26231	29080	25376	21751	24700	9395	11203	13507	121257	123780	93605	91054	72401
PTRF	186956	195812	227245	233242	220203	265846	233779	237487	283616	92293	147545	121721	123886	117459
PTRH1	10422	13085	13527	11610	9803	14526	21789	15293	17536	7293	10676	12190	8147	6713
PTRH2	29317	30049	33527	45840	39131	43232	27588	32810	35788	46921	42992	55004	58150	59727
PTRHD1	11056	10717	12906	17333	12572	15227	16419	12583	13965	46396	58767	41629	47946	40766
PTS	13093	14444	16436	20557	18191	19360	22381	16216	21015	35409	38014	28595	35388	36087
PTTG1	33108	36341	40293	27558	23138	26384	32948	29056	32318	95350	125163	78786	84221	68799
PTTG1IP	113161	122728	141018	173881	151382	174750	204968	197767	242925	314149	342879	260895	271941	250033
PTTG2	3000	4099	4398	3299	2199	3199	3537	3145	4934	3455	3896	2404	3562	2342
PTTG3P	4049	4752	5448	4383	2794	3694	5527	3935	4829	7518	9284	5600	7537	6188
PUDP	13143	12000	13919	12885	11344	13190	12091	14551	12788	26779	40671	23726	19760	16841
PUF60	70873	78482	81117	80454	69786	78580	73429	59877	68924	3157	3002	3633	3718	2809
PUM1	79033	84752	97165	75312	71678	73448	37564	65371	80709	148837	148175	169163	121212	138540
PUM2	91471	84798	110134	88376	79449	76497	48922	78776	90789	102459	101305	113652	98231	111805
PUM3	17469	16165	22711	17697	16027	16298	14605	15824	17522	11195	16245	25076	28241	30871
PURA	17181	15102	20299	17009	15891	15564	16159	18708	21713	59263	53987	42644	47975	53577
PURB	30330	28079	36154	31367	28518	27960	16860	24005	32179	131502	127406	85493	110653	105911
PUS1	18619	20359	24111	16875	15304	18048	15426	14232	16469	71811	76553	105270	86943	78256
PUS10	1271	1394	2366	1769	2224	1832	3762	4247	5245	2047	2559	3530	3829	4267
PUS3	5980	6044	7778	5594	5895	7818	9212	8373	8248	9573	9230	11614	13111	13767
PUS7	29985	32541	42318	26958	23397	26065	18374	20324	26123	23648	21293	30971	26173	31448
PUS7L	27054	25706	32201	61729	56375	50164	16828	30587	36183	10004	20672	21728	27361	30757
PUSL1	12370	16596	16780	18671	16912	19665	18443	10492	14409	46063	46320	46698	45310	41872
PVR	35497	36793	44055	52135	43264	49595	73553	80298	88297	109212	118819	158492	162013	138314
PVT1	9664	9395	10319	8062	6845	8265	9920	9058	11127	10789	19079	50931	24359	20696
PWP1	45320	47035	54651	49201	45810	47608	47988	47976	51224	60600	61976	60577	63446	55543
PWP2	16844	19230	21864	13064	13548	14709	13611	14192	15678	4612	6240	8300	7124	5267
PWWP2A	13713	14843	18097	17099	14476	15648	9774	10290	13860	15825	17790	24364	26156	30544
PWWP2B	15881	18039	19682	19686	19754	22409	13468	10966	13270	13740	12971	13501	13537	14576
PXDC1	14135	16539	18321	24492	23322	26103	34466	29069	34261	29211	39941	47826	45007	44023
PXDN	126225	119924	148011	160928	149150	152764	69101	98081	119213	132544	98417	82514	73870	70960
PXK	9406	9042	9580	8525	8092	7424	16507	21470	22553	20152	20724	19893	21059	24386
PXMP2	16516	17491	19497	16208	15399	17208	21686	15524	18382	80022	84837	60817	65500	56091
PXMP4	6629	7021	8893	6821	5183	6690	5774	5608	7800	8913	16258	11981	6862	7507
PXN	95510	100652	113811	114880	99206	112913	65227	85186	109434	91036	111438	101767	99574	92629
PXN-AS1	26561	30727	29777	33114	28743	34434	23895	22238	29295	28321	36411	35382	30808	30272
PXYLP1	4519	6184	6632	4270	4013	2778	3623	4749	4738	27818	28606	19051	16687	15488
PYCR1	45417	47800	51679	74353	67500	75426	78066	57784	77420	29893	21306	22923	45295	41344
PYCR2	33039	36633	41143	42036	38148	43999	49465	39855	47483	122992	136138	131330	122272	113346
PYGB	28395	30536	34343	39756	36572	38076	36949	46312	57347	94604	145857	131114	123424	99250
PYGL	76387	81124	96991	88017	74661	81666	79592	76151	88654	57465	61632	56797	57156	54297
PYGO1	12388	12616	15314	9750	9501	9394	5824	10136	10750	12795	14694	10705	13112	13144
PYGO2	37887	38061	42747	51588	45432	48845	30017	30927	35915	90321	115501	122493	96802	92371
PYM1	7732	9560	11798	11333	8795	9505	13931	11296	13636	24584	29245	24388	21324	20072
PYROXD1	29604	30121	38075	40730	38687	40734	52891	56376	56910	5026	6619	10009	14501	14938
PYROXD2	2963	3654	3530	2874	2717	3590	2318	1878	1891	2470	2615	2431	1668	1847
PYURF	40488	39131	44295	36842	35573	37462	36481	38436	42187	57563	55749	42915	47979	48089
QARS	122350	128882	149425	132045	117122	132052	98574	85187	98360	248890	353547	307658	264113	225789
QDPR	24823	25987	28460	23997	20320	21686	21952	23207	25136	19776	20126	13477	14527	13107
QKI	64827	63175	79836	64132	57718	57679	31249	59196	67219	139781	161849	149917	140122	167628
QPCTL	9307	10918	12522	34991	33824	38173	14421	13857	19660	31858	44907	43662	35412	32806
QPRT	9856	9374	13134	18904	17198	20181	10189	8006	9304	6187	3346	2589	711	836
QRICH1	67263	68529	78404	89111	79083	83715	58580	72778	77539	92614	118180	129454	100795	94061
QRICH2	200	637	439	250	148	198	648	592	1389	12547	11602	9576	7804	9373
QRSL1	8517	9129	10554	7912	7503	7284	12970	13345	14167	24494	27989	37342	38466	36711
QSER1	76771	64877	90909	66149	59494	50647	31313	62347	75193	34561	48238	55828	56444	58166
QSOX1	59136	61495	72612	103247	95821	99395	152359	137725	168692	88602	99675	60494	84878	67272
QSOX2	45776	41481	53371	50897	43434	44384	23281	33426	37320	92391	109416	96886	90079	86752
QTRT1	8063	7831	9048	8093	6747	6701	7917	5882	7418	38699	48528	48221	38822	35455
QTRT2	20376	19322	23784	21582	20077	21233	9914	14761	14770	20135	23798	26204	25312	29099
R3HCC1	9848	12069	10474	10725	10501	11174	17759	12817	16537	60332	72539	65942	50884	43811
R3HCC1L	4759	5926	6083	5819	4610	4553	7437	7618	10099	9211	10166	19489	16612	18847
R3HDM1	27847	31980	38881	34193	31583	32559	24055	28692	33392	55718	55519	46313	49773	53673
R3HDM2	12247	12735	15137	8036	7732	7874	13043	14224	18520	84949	92781	87132	86796	82893
R3HDM4	16810	21084	21592	14376	14428	16016	24818	20458	27184	60416	76391	72694	60951	52928
RAB10	109439	116273	141319	112847	102419	103200	115641	147435	155196	93634	94214	80325	86438	97397
RAB11A	60003	60905	75740	74460	68870	69194	52348	65168	74576	156699	160426	103895	137285	146888
RAB11B	29266	32141	36799	46732	43483	49864	38208	31293	42953	152513	192898	139343	128520	108637
RAB11B-AS1	621	425	1006	2231	2065	2542	2101	1592	1708	10831	13293	10746	11759	9707
RAB11FIP1	19495	17210	19656	16260	16610	14520	12211	17316	21485	66121	74178	59274	57182	55463
RAB11FIP2	14472	15146	18268	14848	14672	15625	12863	24492	25125	19994	19995	23812	28984	34756
RAB11FIP5	26638	27533	29521	42012	34234	41118	29622	30691	37666	99618	108494	109977	97309	93708
RAB12	19337	24496	24530	20268	20980	20381	18024	23201	28288	59989	51668	43727	50695	53749
RAB13	13491	13870	15618	14475	12859	16896	22517	18555	21141	17338	21452	15924	11167	11952
RAB14	85488	92652	114815	111240	100192	96532	81436	111258	125456	112229	138971	104806	116031	115654
RAB15	2252	2126	1942	950	949	1050	1216	1071	1689	41012	57032	42428	30529	27739
RAB18	33318	33018	42213	50104	42216	45106	43534	54404	59432	49977	41714	38077	43585	54061
RAB1A	77312	85355	92897	185290	162201	166835	104004	121078	132160	70529	64982	37321	59182	62826
RAB1B	77007	85508	98100	100622	96565	102027	75944	61486	74985	183326	244549	173877	157036	141113
RAB20	2522	3691	3929	4341	3491	5125	5587	3542	4296	2280	2379	3907	2386	2585
RAB21	32115	29455	38949	34117	31806	33323	38719	49413	55815	42613	48109	45793	42430	47849
RAB22A	37424	35590	40584	48882	42482	41978	41912	47639	55435	27532	33205	26284	24377	23546
RAB23	14214	15446	17467	12886	12971	11832	42879	53086	56132	24086	29572	36591	31692	37988
RAB24	5895	6048	6868	13211	13971	13065	19254	14509	19858	31751	34088	42638	27771	25614
RAB26	5211	5797	6900	8448	8661	8557	1855	1329	1345	6374	9401	7647	3685	5306
RAB27A	7235	6965	8976	6559	5573	5456	10559	11791	13774	10653	9495	7863	9626	11015
RAB27B	7534	8476	12061	8866	9602	8275	5990	11752	12252	6665	5317	5660	7617	8208
RAB28	8966	9374	10105	9264	9684	10038	10332	12629	13831	15460	12163	16068	15686	18610
RAB29	13825	14440	19180	11706	9691	10297	13955	14970	18662	29398	28155	23669	23875	25787
RAB2A	39080	36129	44901	61758	55759	59728	52323	61696	60987	46867	46316	32015	39213	40906
RAB2B	2333	2848	2913	3735	3156	2618	3104	4475	4579	18950	38303	31781	19469	17121
RAB30	7146	7630	10044	12606	11060	12824	13092	20070	21461	3647	6146	9107	4331	5890
RAB30-AS1	3193	2267	2536	3531	3362	3674	2716	2303	2652	6470	10616	7949	6902	7328
RAB31	198315	199007	234026	222402	203520	196659	195432	226209	254158	109005	65267	46075	85524	82080
RAB32	10527	13304	13936	13744	11558	11700	42401	34716	40275	42671	61148	64128	52877	50276
RAB33B	7067	5304	6904	8437	6043	7738	4294	7112	10644	7457	9388	14880	14374	18298
RAB34	55381	61092	68518	70115	58989	68250	64381	55783	63927	184442	213346	173008	176145	151545
RAB35	32957	36482	35929	32978	32487	35630	26627	30471	36208	113816	123059	130124	127586	110032
RAB36	3271	2885	2979	2400	2127	1667	2373	2544	3334	42141	53503	55797	51092	37803
RAB38	1249	878	924	936	789	1150	292	690	1049	10236	9693	8228	11639	8903
RAB3A	2331	2718	2283	3276	3028	3555	1884	1719	1290	2978	4966	3843	2632	2696
RAB3B	496	700	750	649	248	250	550	700	550	35799	36714	27428	21024	24629
RAB3D	8001	9978	11085	16086	18754	18083	5329	7712	8185	13056	16181	11245	11511	9676
RAB3GAP1	22249	22864	26541	24951	22894	22234	23757	31068	31877	52850	50870	59284	71577	79716
RAB3GAP2	33094	33505	43499	44234	42186	42027	33381	45367	51185	29804	30724	48529	45413	48179
RAB3IL1	6175	5768	6941	3592	2738	3590	8880	5771	8686	7578	6625	6055	6830	6762
RAB3IP	22001	24860	31789	25531	21583	22895	27171	34780	37838	26238	24563	30079	32440	39392
RAB40B	10827	13187	14330	11008	8315	10239	6897	6683	6253	50517	43894	24346	24217	24131
RAB40C	12107	14760	14650	19669	16954	21538	18743	11193	16219	34862	44179	45393	30005	30254
RAB43	3241	3299	2988	5784	4987	7981	6994	6682	6749	4374	6110	3215	3249	2884
RAB4A	27590	29287	34730	27239	23611	25644	21715	22626	22693	78853	77825	53725	59109	62739
RAB4B	543	800	696	974	1401	934	3107	1847	2628	43400	42135	34589	51157	41945
RAB4B-EGLN2	21450	23754	23425	24076	19816	24964	35560	28902	35606	182526	164254	167767	183324	173412
RAB5A	28594	27741	36142	55139	46374	56835	42165	54352	55169	30408	25574	31596	41886	48266
RAB5B	47467	48896	56237	92668	83821	90354	54336	66843	78414	221294	292326	235260	200692	193038
RAB5C	84866	96957	108519	108587	97711	101205	108379	101020	114642	307955	363087	286890	322010	280214
RAB6A	59549	58610	73218	105693	95902	95344	104490	126679	131769	43434	49110	43833	43296	47034
RAB6B	7989	10175	9979	10862	9627	9994	8048	7863	7974	30926	39697	34237	29487	30133
RAB7A	154115	159123	179041	181062	158309	159745	141755	149911	168334	145898	174597	122108	131023	123635
RAB8A	63720	68363	74367	81688	69509	77058	72450	69739	76992	115835	133798	92559	108967	97590
RAB8B	7952	9092	10107	9447	8136	8510	13006	22330	20784	12485	13189	12226	10585	13269
RAB9A	22804	23521	26932	24833	20528	22638	36704	29049	35875	69777	77916	101290	111995	118261
RABAC1	15257	17913	18089	73683	64459	71137	49518	30497	36668	140222	131463	87125	105114	84976
RABEP1	97915	95808	125836	82385	79375	78661	67230	81470	95940	95102	93437	97062	116776	123628
RABEP2	6506	7686	9094	14086	12010	14491	7908	5919	8606	21092	26908	27846	17774	17753
RABEPK	20763	23645	25942	27903	27784	28745	31530	26231	29932	35939	45210	40364	45159	35295
RABGAP1	42746	40020	52165	45577	37044	40805	36775	52035	57586	64555	79095	80762	67308	82792
RABGAP1L	13731	14193	16856	13431	14479	13928	7805	12829	14302	13387	15782	22943	19535	23373
RABGEF1	14394	16558	17154	18335	16717	17881	20886	20124	22504	36306	42009	46468	42117	41412
RABGGTA	7758	7990	9524	10788	8168	9323	10657	8735	12546	40742	55091	51235	48310	35273
RABGGTB	21826	25848	27507	33674	29131	31725	37776	39429	41371	32373	30973	44637	38122	43344
RABIF	9690	9330	11130	9966	9874	8794	14132	13412	14198	30618	35014	33002	33303	32337
RABL2B	4582	4686	6278	4956	4096	4238	4316	5637	6737	10893	15118	13414	10684	8194
RABL3	3425	4939	4805	4965	5074	4768	4938	6315	5816	15415	14170	12599	16589	17782
RABL6	76378	84574	99242	80496	74046	84730	72294	70192	83072	413015	534661	267110	283846	247839
RAC1	166512	183357	208112	152489	141045	145228	181584	167546	175947	159725	166712	108942	123930	123774
RAC3	9794	11922	12071	10145	9333	11613	7087	4304	6198	98713	106091	84011	69755	62465
RACGAP1	75828	79257	90723	56437	46782	50935	43676	53579	63067	103788	108007	99152	94747	93754
RACK1	588299	670601	749600	710070	612190	683815	814010	623238	707305	1932515	2350981	2000670	2017910	1710245
RAD1	62195	63480	73012	62948	53923	56699	61984	69760	76510	67883	76997	76902	83455	80457
RAD18	28100	29797	35017	31538	27468	27689	19546	22643	29719	20766	19766	24976	32227	36667
RAD21	169666	171494	223869	153963	143658	137297	96091	146792	160141	104868	114976	113540	109193	122029
RAD23A	92001	101705	110942	89813	75950	93388	122949	101807	119204	277583	311917	261145	280713	250395
RAD23B	137109	139624	169879	163881	147707	169744	170648	187446	204585	189554	217350	194445	209592	221012
RAD50	53836	50641	69747	54331	49326	47233	62706	77199	83556	9759	30302	44472	52270	53619
RAD51	11061	12767	12783	9978	9469	10471	11261	10837	12768	22596	23729	35627	34060	36051
RAD51-AS1	187	236	150	219	263	319	150	118	476	5915	6543	5561	4763	3261
RAD51AP1	17041	17394	23605	13025	12748	11344	13528	17752	16737	16338	23326	27626	40159	44324
RAD51B	1336	1289	1887	1364	1824	1018	1526	1939	2629	3514	5387	4918	3950	4660
RAD51C	11161	13963	14383	11375	10613	11927	23448	21355	22095	64006	58254	57579	71389	67703
RAD51D	9208	10045	11501	7772	6462	6768	11000	14228	14715	56693	58789	78939	62992	58995
RAD51L3-RFFL	3632	3912	4401	4033	2528	3306	4191	5785	5493	26020	25082	32728	28318	28073
RAD52	2829	3652	3545	2165	2415	2688	4023	6230	5838	10898	10742	20875	13936	16507
RAD54B	8959	9886	11963	7229	5345	5252	5391	6133	6681	5680	5919	13485	11721	16087
RAD54L	17379	22067	23300	16889	13969	16809	10885	10164	13202	78475	86601	109696	92515	90438
RAD54L2	25404	25023	31225	26564	24569	26492	11430	18835	24477	87739	115485	114015	99827	92986
RAD9A	19068	20188	20449	23522	19404	25594	24059	17054	18522	54760	70836	107553	88295	80907
RAD9B	465	533	762	490	630	448	798	1435	1336	964	1599	1212	2196	1944
RAE1	29611	29117	38085	33578	28373	31553	45416	39214	43240	57236	79822	115728	95789	79328
RAET1E-AS1	1081	1112	1112	2205	2514	2560	1398	1084	1192	17516	14494	8712	10392	8046
RAET1G	1623	1569	1628	4744	3995	3607	4985	2702	4189	1345	1639	2030	1224	1093
RAET1K	344	50	250	450	298	100	600	450	550	994	1533	4901	1934	3019
RAF1	64726	70685	77309	74946	66060	66921	73419	75000	88686	162312	161134	163742	135727	134512
RAI1	35192	32162	38933	36155	32449	36792	21339	23630	31177	174935	189822	193040	172910	154871
RAI14	26324	29717	34287	19767	17243	16769	19334	26484	31178	64332	57931	64159	80189	89828
RALA	34258	38583	42510	37862	33288	35577	50392	50236	53148	40258	39315	35855	45717	55919
RALB	19915	20666	25669	18774	19801	21597	19055	19217	22362	35666	39421	32636	29085	35639
RALBP1	71174	68324	88890	73816	67898	70501	55842	61401	76997	117485	99542	72964	86310	90767
RALGAPA1	7758	7385	9367	9814	8861	5922	5913	10548	14554	7461	7442	10522	8602	8439
RALGAPA1P1	7396	6699	8261	7871	6929	8097	5895	14202	11795	3796	4126	7054	5772	5561
RALGAPA2	13221	10755	13155	12134	12065	11323	5132	9612	14602	57661	61661	62671	47726	49906
RALGAPB	63739	57665	75986	78453	73557	68410	57807	102303	117323	63085	70892	89535	60541	67374
RALGDS	37061	38572	44206	33352	31620	27110	29434	26340	33772	205174	235233	192208	149018	139287
RALGPS1	4405	3239	3853	3641	4096	2826	2563	3154	3523	42947	44912	42922	37097	32340
RALGPS2	17193	15648	22549	17814	18173	18118	19078	28769	32503	31103	29406	29677	33710	39805
RALY	88995	94939	99292	97175	82773	108541	136128	91361	116330	146535	209526	185520	151208	130028
RALY-AS1	400	600	384	350	450	494	797	450	600	796	1649	1179	885	657
RAN	262641	290652	315634	241932	212933	198966	240320	226969	253250	275420	302513	259790	284578	234225
RANBP1	67726	70316	80069	63419	54963	61980	67946	49925	59324	176464	228221	173143	164445	141785
RANBP10	12325	10702	14768	11157	10206	10635	8702	13102	15067	55173	65226	74871	66964	60472
RANBP17	3746	3462	3893	3426	2270	3112	2125	3640	3969	10715	11488	17148	11115	14415
RANBP2	60556	58600	77027	74712	65856	61439	36825	59734	71818	16096	30896	61380	57599	61815
RANBP3	26749	27607	32501	28269	26571	28366	32704	28160	30831	131902	152957	166737	138885	127836
RANBP6	16950	16976	24317	19458	18093	19596	10334	13139	17218	19999	26462	31675	31350	34772
RANBP9	34109	32754	41479	51362	43457	44480	45156	49113	55635	70307	68514	74070	64583	68679
RANGAP1	60505	70579	76143	57775	56994	66670	55250	49387	60010	355539	462918	440054	422746	349554
RANGRF	10623	11834	12417	10055	11107	12316	19832	13797	13667	51493	67845	71261	53993	49850
RAP1A	32849	34522	42633	32222	28885	32009	33046	37346	40254	32382	31334	24763	27227	32331
RAP1B	19128	21456	26888	23282	19301	22941	25578	27746	29042	13474	11701	9988	12856	13461
RAP1GAP	6464	6949	6620	18677	19345	18856	6194	6463	7569	5446	5156	5044	5874	5300
RAP1GAP2	29974	29794	35491	20330	18719	21101	17300	21762	26573	51157	66942	57620	48560	40169
RAP1GDS1	42662	44645	52648	48465	43409	44940	49922	45664	51928	18945	18203	18469	19941	21801
RAP2A	55228	53959	67816	76413	67596	66818	41810	64737	72643	35193	38437	34770	39669	47122
RAP2B	22757	23105	25573	37502	33176	34375	18004	23259	24599	40916	45940	34536	31692	26537
RAP2C	32599	35556	44340	43133	37991	39244	36468	48734	52712	48516	45546	34224	38706	45178
RAP2C-AS1	641	961	1152	1227	923	659	548	751	1086	3001	2682	2498	2577	2166
RAPGEF1	57921	56293	69521	72690	67296	73340	33884	50955	67675	316859	357011	304653	317118	256260
RAPGEF2	20091	19601	24325	22906	20616	22497	10304	22028	23338	34770	36787	51564	39572	43928
RAPGEF3	489	962	975	841	1037	650	450	392	586	3129	3170	3048	5597	8074
RAPGEF4	287	242	299	600	397	592	500	537	300	10426	12257	13530	12973	16548
RAPGEF6	18458	15789	21715	19371	16179	15402	8295	16798	19031	14258	15027	26035	24572	28087
RAPGEFL1	835	594	341	450	441	831	546	750	791	14688	14965	17000	11169	10173
RAPH1	37085	33404	41976	32242	33757	30516	28815	56858	73462	30066	35310	43802	32878	34425
RARA	15759	16467	18084	13346	12885	15112	10119	10971	12682	38944	57574	80620	60089	55005
RARA-AS1	50	349	150	250	150	291	900	750	550	2440	4485	5551	4371	4960
RARG	15379	16145	17552	16282	15140	16414	17516	18828	20949	14759	19494	22387	12862	14170
RARS	56383	56748	67122	59879	55215	62421	76017	73370	77848	53053	51050	52697	61043	60506
RARS2	21038	22290	26239	28592	28793	27485	29659	26400	30565	51168	57074	48221	52396	51664
RASA1	16754	16945	18157	15048	15495	16987	13149	19589	24436	24218	16898	20593	21460	23573
RASA2	5154	7122	9819	5686	5379	4654	2991	5696	5566	8184	8791	8469	8886	10225
RASA3	23614	25808	28424	20394	18160	18197	9361	9988	14793	10702	13322	13010	12535	11989
RASAL2	22987	22918	25792	23495	20983	19645	10451	19782	24151	30605	28132	36085	32160	32254
RASAL2-AS1	446	715	648	441	384	400	150	400	546	1265	1698	1904	1628	1240
RASD1	300	150	150	300	249	148	250	100	197	1225	2345	3497	757	1637
RASD2	299	542	769	874	1044	1048	350	200	350	2901	3205	3683	2808	2351
RASEF	2060	1687	2124	3382	2454	2292	599	1747	1636	47936	55881	78894	63457	75155
RASGRF2	3404	2459	2916	1407	2371	2120	3896	4682	5263	24089	28499	29419	23212	32473
RASIP1	65175	73076	71896	64146	56566	61223	83845	65026	76309	2191	5063	5342	2404	2643
RASL10B	2181	3595	3431	1796	1299	1706	1698	1650	1900	158051	141751	92512	112814	102291
RASL11A	146	249	250	51	200	150	296	600	450	9246	7683	6415	4686	4335
RASSF1	9427	11078	12843	15337	12723	14912	15545	12372	15363	16609	25341	69330	44729	44834
RASSF2	2825	2574	2531	1695	1618	1143	599	1195	800	34713	40508	23983	20977	21021
RASSF3	24615	30331	34100	30211	28072	29471	12303	15003	20576	37776	39436	34402	27528	33791
RASSF5	7425	7377	9269	5626	5280	5369	8244	10998	11902	18292	13602	9894	9110	9954
RASSF8	48726	44810	70094	53147	47791	47829	77424	123649	142206	18207	18830	27572	28759	33651
RASSF8-AS1	3325	2723	3449	3473	3427	3057	5657	4863	5859	8251	9739	8096	8062	6430
RASSF9	2848	2599	3241	3900	3846	3343	3046	5188	6698	545	1000	2233	1053	1446
RAVER1	55181	54506	61326	52420	46231	54699	34063	29196	39156	184720	211322	191638	190962	162430
RAVER2	13800	15460	20565	10899	11405	11152	9278	10860	11174	40632	36688	35198	30745	39852
RB1	49189	46741	58925	46794	42698	39787	31028	53602	59372	36788	40231	47549	45213	51331
RB1CC1	50842	48862	63645	72038	64054	61513	52499	76286	84952	9159	27220	39304	49710	50724
RBAK	10440	8908	11874	12570	10549	10898	15234	20705	25383	9270	17287	35248	36923	41725
RBAK-RBAKDN	978	1480	1652	1732	1698	1589	1737	3374	3052	3248	5028	7486	5236	4792
RBBP4	113340	115367	140172	168231	152706	151968	61972	79418	91433	140670	159287	126719	107606	118866
RBBP4P1	8297	8559	8131	11299	10481	8980	3194	4973	6620	7376	8316	8520	6367	7512
RBBP5	23770	27146	31413	25969	24811	24344	14641	24442	27501	40795	43324	51841	41390	42963
RBBP6	35689	34446	45729	40048	40625	40555	39093	55387	60544	29407	47759	41167	51200	45753
RBBP7	222523	244331	283453	212359	183791	199148	205871	193216	217818	660190	739205	653629	584667	553492
RBBP8	37098	37807	45851	35173	30935	29654	29148	38385	43843	24276	30558	44758	69725	79756
RBBP9	11050	11184	13325	11234	10983	10267	10985	15811	18886	27907	37418	26418	24206	25652
RBCK1	15573	17583	20146	20945	19158	24338	72777	59893	62836	118747	126829	101659	126093	108350
RBFA	8276	9074	9461	10685	12313	11842	9358	6806	7010	27339	25220	31194	29414	25812
RBFOX2	69338	76023	87196	79448	65938	65757	45154	65595	74759	4838	4206	3492	2467	2618
RBKS	493	302	297	896	1030	715	2643	1734	1396	1396	1794	1799	2334	1128
RBL1	35641	35967	43012	31892	31075	28526	20408	29995	35322	22652	28118	44498	36064	43183
RBL2	26219	29104	34690	32804	32018	30287	16910	23261	25512	95222	93782	77254	77890	89298
RBM10	49719	58858	68631	59479	53802	62056	66614	52437	63036	172648	194836	245836	209771	185583
RBM11	150	194	500	400	100	150	698	837	983	3912	3003	3316	3941	3479
RBM12	70368	68841	81276	70412	67868	63612	28862	43276	45047	112659	113146	104625	80940	93773
RBM12B	13783	12647	17841	12756	12664	14709	6153	13055	14372	27553	27687	28215	23331	32136
RBM14	50083	54808	63510	47984	43146	46671	26428	28996	36079	118658	137782	138861	126642	110982
RBM14-RBM4	49224	54458	62391	57662	49524	56110	58177	53042	65265	132385	172239	211010	148229	139365
RBM15	14123	14271	15915	13890	14905	13801	9027	16932	22431	36753	35849	37243	35745	38567
RBM15B	65001	68364	81554	69446	64385	74569	62583	64512	77051	173644	194274	189130	161106	131195
RBM17	42828	41944	56822	42589	39131	42447	51803	45466	49405	78473	77589	74823	73603	81875
RBM18	19746	18944	25130	23136	21665	23226	27749	36383	37514	35307	40961	41213	47948	54737
RBM19	11891	13786	15742	11175	10027	12058	11227	11232	14839	40447	47593	42172	38392	33604
RBM20	2799	2635	3614	2643	2333	2245	1698	2888	3688	35263	25807	37694	28618	31949
RBM22	35226	37172	47028	33555	33579	35615	44035	41542	51116	69152	90082	100502	90361	85466
RBM23	28311	29791	35837	31054	28634	30592	30411	32375	34840	130780	179988	194823	141695	122811
RBM25	84764	87200	112855	86936	78087	84495	63329	83457	94661	53311	79195	88905	85563	88876
RBM26	50062	52631	67656	73707	61360	68036	40990	50141	56727	22777	27658	34562	37763	41586
RBM26-AS1	292	300	542	300	247	496	700	739	779	1146	971	1654	1297	962
RBM27	43431	43058	55658	46714	47659	44818	24590	44069	48397	35211	41359	46148	48487	56645
